ID,MARCA,MODELO,COR,IDADE,SEXO,FATORSEGURO
85078,VV,GOL,PRATA, 58,F,9.53
85079,JEEP,COMPASS,PRATA, 71,F,8.98
85080,TOYOTA,COROLLA,PRATA, 30,F,7.09
85081,VV,JETTA,CINZA, 87,M,21.88
85082,FIAT,FASTBACK,PRETO, 21,M,11.12
85083,FIAT,CRONOS,BRANCO, 74,M,18.74
85084,HONDA,WRV,VERDE, 73,M,5.35
85085,VV,GOL,BRANCO, 97,M,23.15
85086,VV,GOL,AZUL, 48,F,8.19
85087,JEEP,RENEGADE,CINZA, 57,F,10.50
85088,VV,POLO,CINZA, 46,F,13.69
85089,FIAT,UNO,CINZA, 62,F,14.20
85090,VV,TCROSS,PRATA, 84,M,12.92
85091,VV,POLO,AZUL, 62,F,11.28
85092,VV,POLO,LARANJA, 72,F,12.28
85093,HONDA,CITY,LARANJA, 74,F,6.33
85094,HONDA,HRV,BRANCO, 67,F,10.30
85095,GM,TRACKER,BRANCO, 52,F,11.54
85096,HONDA,WRV,VERDE, 57,F,4.47
85097,JEEP,COMMANDER,CINZA, 50,F,7.07
85098,VV,SAVEIRO,PRATA, 63,M,12.91
85099,HYUNDAI,CRETA,VERDE, 98,F,12.28
85100,HONDA,FIT,AZUL, 48,M,4.64
85101,HONDA,CIVIC,AZUL, 20,M,9.10
85102,HONDA,CRV,AZUL, 43,M,3.33
85103,GM,TRACKER,LARANJA, 29,M,7.79
85104,FIAT,ARGOS,PRETO, 93,F,11.50
85105,HYUNDAI,CRETA,CINZA, 49,M,8.89
85106,GM,S10,CINZA, 82,F,19.78
85107,FIAT,UNO,VERDE, 24,M,13.43
85108,JEEP,COMMANDER,VERDE, 66,F,6.02
85109,TOYOTA,YARIS,CINZA, 45,M,10.48
85110,FIAT,PALIO,VERDE, 58,F,12.74
85111,VV,JETTA,PRATA, 49,F,13.78
85112,FIAT,FASTBACK,LARANJA, 27,M,9.48
85113,HONDA,CRV,AZUL, 45,M,3.32
85114,FIAT,TORO,PRATA, 81,F,13.99
85115,VV,SAVEIRO,AZUL, 91,F,16.46
85116,JEEP,COMMANDER,LARANJA, 22,M,7.19
85117,JEEP,COMMANDER,PRETO, 52,M,6.30
85118,VV,SAVEIRO,PRATA, 68,M,13.51
85119,VV,TCROSS,VERDE, 30,F,9.46
85120,VV,POLO,CINZA, 65,M,14.62
85121,VV,SAVEIRO,VERDE, 39,M,11.45
85122,TOYOTA,HILUX,VERDE, 97,F,20.98
85123,HONDA,FIT,PRATA, 66,F,5.40
85124,TOYOTA,YARIS,PRETO, 43,F,9.03
85125,HONDA,WRV,PRETO, 51,F,4.44
85126,TOYOTA,YARIS,PRATA, 83,M,12.55
85127,HONDA,ZRV,VERDE, 36,M,4.86
85128,GM,TRACKER,LARANJA, 62,F,6.91
85129,HONDA,CIVIC,LARANJA, 72,F,7.49
85130,HONDA,HRV,PRETO, 28,M,7.21
85131,TOYOTA,COROLLACROSS,AZUL, 20,M,12.31
85132,HYUNDAI,HB20,LARANJA, 63,M,11.07
85133,FIAT,MOBI,CINZA, 89,F,5.54
85134,HONDA,CIVIC,PRATA, 99,F,13.60
85135,HONDA,FIT,CINZA, 25,M,6.75
85136,JEEP,COMMANDER,LARANJA, 95,M,9.32
85137,FIAT,FASTBACK,AZUL, 56,F,8.08
85138,FIAT,FASTBACK,PRETO, 80,M,11.34
85139,GM,ONIX,PRATA, 46,F,10.55
85140,HONDA,HRV,PRATA, 69,M,7.40
85141,JEEP,COMMANDER,PRATA, 30,F,7.28
85142,HONDA,CITY,LARANJA, 65,M,6.22
85143,FIAT,UNO,PRATA, 67,F,13.09
85144,TOYOTA,YARIS,CINZA, 77,M,13.02
85145,FIAT,UNO,CINZA, 95,M,22.43
85146,FIAT,TORO,PRETO, 65,M,10.89
85147,HONDA,ZRV,CINZA, 98,F,9.51
85148,GM,S10,CINZA, 84,M,20.97
85149,JEEP,RENEGADE,PRETO, 25,M,10.56
85150,HONDA,FIT,PRATA, 98,M,8.76
85151,HYUNDAI,CRETA,VERDE, 43,F,7.31
85152,FIAT,STRADA,PRETO, 38,M,13.52
85153,FIAT,ARGOS,AZUL, 55,M,7.24
85154,VV,SAVEIRO,PRATA, 85,F,16.72
85155,HYUNDAI,CRETA,LARANJA, 78,F,8.61
85156,GM,TRACKER,PRETO, 48,F,7.57
85157,HONDA,CRV,AZUL, 79,F,3.68
85158,GM,ONIX,PRETO, 77,M,12.68
85159,FIAT,UNO,AZUL, 52,F,10.42
85160,VV,TCROSS,VERDE, 21,M,10.70
85161,TOYOTA,HILUX,LARANJA, 91,M,18.01
85162,GM,TRACKER,PRETO, 93,M,12.00
85163,HONDA,WRV,VERDE, 39,M,4.74
85164,JEEP,RENEGADE,CINZA, 81,F,13.60
85165,HYUNDAI,CRETA,PRATA, 52,F,7.58
85166,FIAT,CRONOS,PRATA, 29,M,12.32
85167,HONDA,FIT,VERDE, 19,F,6.00
85168,HONDA,ZRV,CINZA, 87,F,7.53
85169,FIAT,CRONOS,CINZA, 77,M,14.85
85170,HYUNDAI,HB20,PRETO, 67,F,12.44
85171,GM,ONIX,VERDE, 59,F,9.71
85172,GM,ONIX,PRETO, 61,M,10.54
85173,GM,S10,LARANJA, 47,M,11.99
85174,VV,GOL,AZUL, 32,F,8.68
85175,FIAT,CRONOS,CINZA, 20,F,15.38
85176,FIAT,ARGOS,AZUL, 18,M,9.30
85177,VV,TCROSS,CINZA, 93,M,16.52
85178,VV,GOL,CINZA, 50,F,10.38
85179,TOYOTA,COROLLACROSS,LARANJA, 69,M,10.34
85180,HONDA,ZRV,VERDE, 20,F,5.67
85181,FIAT,TORO,PRETO, 91,M,15.49
85182,FIAT,PALIO,PRATA, 38,F,14.35
85183,VV,GOL,AZUL, 73,F,9.56
85184,VV,SAVEIRO,CINZA, 73,F,16.04
85185,VV,SAVEIRO,CINZA, 33,F,14.81
85186,TOYOTA,COROLLACROSS,PRETO, 26,M,12.08
85187,HONDA,WRV,LARANJA, 82,M,5.86
85188,GM,TRACKER,LARANJA, 60,M,7.19
85189,GM,EQUINOX,PRATA, 40,M,6.58
85190,GM,SPIN,CINZA, 89,M,5.98
85191,VV,TAOS,PRATA, 21,M,15.52
85192,FIAT,CRONOS,LARANJA, 39,M,4.59
85193,HONDA,CIVIC,PRATA, 31,F,8.96
85194,FIAT,UNO,VERDE, 84,F,14.63
85195,FIAT,UNO,AZUL, 42,M,11.15
85196,GM,MONTANA,PRETO, 34,F,9.60
85197,VV,GOL,LARANJA, 84,M,11.01
85198,HYUNDAI,CRETA,AZUL, 82,M,9.25
85199,FIAT,CRONOS,VERDE, 92,F,6.67
85200,FIAT,PALIO,BRANCO, 93,M,31.95
85201,HYUNDAI,CRETA,BRANCO, 38,F,11.69
85202,HYUNDAI,HB20,CINZA, 80,M,17.47
85203,HONDA,ZRV,PRETO, 44,F,4.69
85204,VV,POLO,PRATA, 78,M,15.42
85205,GM,EQUINOX,AZUL, 89,F,8.34
85206,FIAT,MOBI,PRATA, 63,M,3.93
85207,GM,SPIN,LARANJA, 24,M,3.82
85208,HONDA,CITY,VERDE, 72,F,6.70
85209,VV,SAVEIRO,VERDE, 54,F,11.14
85210,VV,GOL,AZUL, 18,F,10.46
85211,HONDA,ZRV,PRATA, 60,M,5.23
85212,HONDA,CRV,CINZA, 87,M,5.78
85213,FIAT,PALIO,AZUL, 47,M,12.03
85214,FIAT,TORO,VERDE, 99,F,16.60
85215,JEEP,COMMANDER,PRATA, 55,F,6.65
85216,FIAT,STRADA,LARANJA, 88,F,16.89
85217,VV,GOL,PRETO, 59,F,9.12
85218,FIAT,MOBI,CINZA, 60,F,4.18
85219,VV,SAVEIRO,PRATA, 94,M,19.74
85220,GM,EQUINOX,PRATA, 28,F,7.15
85221,HONDA,HRV,LARANJA, 43,F,5.32
85222,HYUNDAI,HB20,PRETO, 74,F,13.41
85223,HONDA,WRV,VERDE, 29,M,5.15
85224,TOYOTA,YARIS,PRATA, 92,M,14.66
85225,HONDA,CITY,PRETO, 96,F,9.91
85226,HONDA,CITY,AZUL, 80,M,7.30
85227,GM,S10,PRATA, 44,F,13.66
85228,HONDA,WRV,PRETO, 85,F,6.45
85229,HONDA,HRV,PRETO, 82,M,8.16
85230,FIAT,TORO,LARANJA, 49,F,9.07
85231,VV,SAVEIRO,AZUL, 81,M,14.08
85232,VV,SAVEIRO,CINZA, 47,F,13.52
85233,VV,VIRTUS,AZUL, 58,M,7.15
85234,HONDA,FIT,CINZA, 71,M,6.25
85235,HONDA,CIVIC,PRETO, 81,F,9.70
85236,VV,TAOS,LARANJA, 69,M,11.81
85237,VV,JETTA,CINZA, 61,M,15.97
85238,GM,SPIN,VERDE, 68,F,3.21
85239,FIAT,CRONOS,PRATA, 62,M,11.46
85240,VV,GOL,LARANJA, 44,F,8.26
85241,GM,ONIX,AZUL, 21,F,11.72
85242,GM,EQUINOX,PRATA, 49,F,6.43
85243,FIAT,UNO,LARANJA, 46,M,10.77
85244,JEEP,RENEGADE,BRANCO, 57,M,13.93
85245,FIAT,ARGOS,LARANJA, 50,F,6.63
85246,TOYOTA,YARIS,BRANCO, 85,F,18.89
85247,VV,GOL,LARANJA, 80,M,10.57
85248,JEEP,COMPASS,BRANCO, 45,F,11.78
85249,FIAT,FASTBACK,LARANJA, 35,F,8.83
85250,FIAT,FASTBACK,PRETO, 27,F,10.26
85251,GM,MONTANA,VERDE, 39,M,8.75
85252,VV,VIRTUS,CINZA, 19,F,11.23
85253,HONDA,WRV,VERDE, 28,M,5.45
85254,HONDA,FIT,LARANJA, 95,F,7.12
85255,GM,TRAILBLAZER,VERDE, 49,M,6.09
85256,FIAT,FASTBACK,VERDE, 91,F,12.68
85257,HYUNDAI,HB20,LARANJA, 72,F,12.00
85258,JEEP,RENEGADE,BRANCO, 67,M,15.02
85259,GM,EQUINOX,CINZA, 67,M,7.75
85260,GM,EQUINOX,PRETO, 31,M,6.96
85261,VV,SAVEIRO,PRATA, 85,M,17.00
85262,FIAT,ARGOS,PRATA, 65,F,8.44
85263,VV,SAVEIRO,AZUL, 67,F,11.71
85264,HONDA,FIT,LARANJA, 78,F,5.17
85265,VV,SAVEIRO,CINZA, 42,F,13.64
85266,JEEP,RENEGADE,CINZA, 64,F,10.89
85267,HYUNDAI,HB20,AZUL, 65,F,11.19
85268,TOYOTA,COROLLA,BRANCO, 31,F,10.00
85269,TOYOTA,COROLLACROSS,VERDE, 24,M,11.77
85270,GM,SPIN,AZUL, 90,M,5.01
85271,TOYOTA,YARIS,BRANCO, 98,M,23.56
85272,FIAT,MOBI,BRANCO, 89,F,7.11
85273,TOYOTA,YARIS,CINZA, 74,F,12.00
85274,HONDA,FIT,CINZA, 47,M,5.67
85275,HONDA,ZRV,LARANJA, 55,M,4.36
85276,GM,TRAILBLAZER,VERDE, 80,M,7.72
85277,TOYOTA,HILUX,PRETO, 82,F,16.94
85278,FIAT,ARGOS,CINZA, 91,M,13.57
85279,FIAT,TORO,CINZA, 75,F,14.54
85280,HYUNDAI,CRETA,VERDE, 77,M,8.90
85281,VV,VIRTUS,CINZA, 83,F,11.60
85282,JEEP,RENEGADE,BRANCO, 81,M,17.80
85283,TOYOTA,COROLLA,PRATA, 34,M,6.98
85284,TOYOTA,COROLLACROSS,VERDE, 93,F,15.48
85285,HONDA,CITY,PRETO, 29,F,7.00
85286,GM,MONTANA,CINZA, 65,M,11.26
85287,FIAT,CRONOS,PRATA, 46,F,10.93
85288,HONDA,ZRV,PRATA, 18,M,6.78
85289,HONDA,ZRV,LARANJA, 30,M,5.10
85290,HONDA,FIT,PRATA, 70,F,5.22
85291,VV,TCROSS,PRATA, 18,M,12.47
85292,GM,TRACKER,LARANJA, 28,M,7.95
85293,FIAT,UNO,VERDE, 98,M,19.16
85294,FIAT,STRADA,PRATA, 27,M,16.11
85295,VV,SAVEIRO,PRETO, 55,F,11.44
85296,HONDA,ZRV,CINZA, 79,M,7.10
85297,GM,TRACKER,PRETO, 70,M,8.34
85298,FIAT,UNO,PRETO, 71,F,12.77
85299,TOYOTA,YARIS,VERDE, 36,M,8.95
85300,VV,TAOS,VERDE, 42,M,11.28
85301,VV,POLO,CINZA, 34,F,14.53
85302,FIAT,CRONOS,BRANCO, 91,M,24.17
85303,HYUNDAI,HB20,BRANCO, 34,M,19.69
85304,GM,TRAILBLAZER,BRANCO, 29,M,10.74
85305,FIAT,STRADA,PRETO, 89,M,19.20
85306,VV,GOL,CINZA, 89,F,15.18
85307,GM,SPIN,PRETO, 71,F,3.67
85308,VV,POLO,LARANJA, 29,F,11.98
85309,VV,GOL,LARANJA, 96,M,13.57
85310,FIAT,STRADA,AZUL, 84,F,15.98
85311,GM,TRAILBLAZER,PRATA, 57,F,6.46
85312,JEEP,RENEGADE,VERDE, 55,M,8.58
85313,FIAT,ARGOS,VERDE, 44,M,7.23
85314,HONDA,ZRV,PRATA, 66,F,5.00
85315,GM,ONIX,LARANJA, 28,F,10.48
85316,VV,SAVEIRO,PRETO, 96,F,18.68
85317,TOYOTA,COROLLACROSS,LARANJA, 59,F,9.64
85318,FIAT,FASTBACK,LARANJA, 50,F,8.18
85319,GM,S10,CINZA, 69,M,17.25
85320,FIAT,FASTBACK,CINZA, 69,F,11.21
85321,HONDA,HRV,AZUL, 97,F,9.54
85322,HONDA,CRV,PRATA, 30,M,3.96
85323,VV,VIRTUS,LARANJA, 24,M,8.36
85324,FIAT,ARGOS,PRETO, 35,M,8.04
85325,GM,SPIN,LARANJA, 99,M,5.65
85326,FIAT,FASTBACK,CINZA, 89,M,15.32
85327,HONDA,HRV,BRANCO, 27,F,10.88
85328,FIAT,PALIO,VERDE, 51,F,12.03
85329,JEEP,COMMANDER,CINZA, 41,F,7.32
85330,HONDA,WRV,VERDE, 32,M,5.05
85331,VV,TAOS,LARANJA, 70,F,12.01
85332,FIAT,MOBI,BRANCO, 43,F,5.00
85333,FIAT,FASTBACK,VERDE, 55,M,8.69
85334,GM,S10,CINZA, 49,F,15.33
85335,HONDA,FIT,CINZA, 22,F,6.74
85336,VV,SAVEIRO,PRETO, 55,F,11.42
85337,HYUNDAI,HB20,PRATA, 63,F,12.94
85338,HONDA,WRV,AZUL, 28,M,5.11
85339,HONDA,CRV,VERDE, 98,F,5.51
85340,HYUNDAI,HB20,AZUL, 46,F,11.03
85341,FIAT,UNO,VERDE, 24,F,13.20
85342,FIAT,FASTBACK,CINZA, 62,F,10.51
85343,JEEP,RENEGADE,PRETO, 81,M,11.62
85344,TOYOTA,COROLLA,PRETO, 83,M,8.32
85345,VV,GOL,LARANJA, 79,M,10.18
85346,HONDA,HRV,CINZA, 78,M,9.09
85347,JEEP,RENEGADE,PRETO, 52,M,8.82
85348,FIAT,STRADA,PRETO, 93,F,20.26
85349,HYUNDAI,CRETA,VERDE, 61,F,7.33
85350,JEEP,RENEGADE,AZUL, 42,F,8.05
85351,HONDA,WRV,LARANJA, 97,F,7.23
85352,FIAT,FASTBACK,PRETO, 83,M,11.88
85353,JEEP,COMPASS,PRATA, 54,M,8.14
85354,JEEP,COMPASS,VERDE, 36,M,7.80
85355,JEEP,COMPASS,PRATA, 56,M,8.11
85356,FIAT,PALIO,VERDE, 47,F,12.11
85357,HONDA,FIT,PRATA, 62,F,4.98
85358,VV,SAVEIRO,VERDE, 24,M,13.52
85359,FIAT,STRADA,PRETO, 95,M,21.18
85360,HONDA,CIVIC,BRANCO, 76,M,14.15
85361,VV,GOL,VERDE, 84,F,11.38
85362,JEEP,RENEGADE,AZUL, 45,M,8.40
85363,TOYOTA,YARIS,PRETO, 94,M,14.30
85364,TOYOTA,COROLLACROSS,PRETO, 18,F,13.13
85365,GM,SPIN,VERDE, 72,F,3.60
85366,VV,VIRTUS,CINZA, 49,M,8.98
85367,GM,SPIN,LARANJA, 70,M,3.59
85368,HONDA,CRV,CINZA, 26,M,4.62
85369,HONDA,CRV,VERDE, 87,M,4.83
85370,FIAT,ARGOS,LARANJA, 36,M,7.42
85371,FIAT,FASTBACK,LARANJA, 51,M,8.28
85372,VV,SAVEIRO,CINZA, 97,F,22.83
85373,GM,TRACKER,LARANJA, 98,F,11.46
85374,GM,TRACKER,LARANJA, 43,F,7.15
85375,FIAT,TORO,BRANCO, 31,F,17.60
85376,FIAT,TORO,CINZA, 95,M,19.80
85377,HONDA,HRV,CINZA, 65,F,7.62
85378,FIAT,ARGOS,BRANCO, 37,M,12.19
85379,GM,ONIX,VERDE, 64,M,10.54
85380,VV,VIRTUS,PRETO, 50,M,7.55
85381,TOYOTA,COROLLA,AZUL, 36,M,6.08
85382,GM,MONTANA,PRETO, 19,M,11.68
85383,FIAT,UNO,CINZA, 76,F,16.64
85384,VV,VIRTUS,PRATA, 92,M,12.29
85385,HONDA,ZRV,LARANJA, 78,M,5.47
85386,VV,JETTA,PRETO, 32,F,13.76
85387,FIAT,CRONOS,PRETO, 29,F,5.34
85388,HONDA,WRV,CINZA, 58,F,5.78
85389,JEEP,COMMANDER,PRETO, 19,F,7.55
85390,JEEP,RENEGADE,LARANJA, 55,M,8.33
85391,JEEP,RENEGADE,PRETO, 96,F,14.63
85392,HONDA,WRV,CINZA, 46,F,5.22
85393,TOYOTA,COROLLACROSS,PRETO, 27,F,11.79
85394,FIAT,FASTBACK,VERDE, 68,M,9.35
85395,GM,MONTANA,LARANJA, 72,M,9.40
85396,HONDA,HRV,CINZA, 40,F,7.27
85397,HYUNDAI,HB20,PRETO, 98,M,19.84
85398,HONDA,WRV,CINZA, 94,F,8.65
85399,JEEP,COMMANDER,PRETO, 23,F,7.22
85400,FIAT,CRONOS,PRETO, 26,F,11.95
85401,HONDA,CIVIC,PRATA, 18,F,9.99
85402,HONDA,CITY,AZUL, 51,F,5.36
85403,HONDA,HRV,PRATA, 95,M,10.63
85404,GM,TRAILBLAZER,AZUL, 47,M,5.90
85405,VV,POLO,CINZA, 77,M,16.96
85406,JEEP,RENEGADE,VERDE, 45,M,8.68
85407,GM,ONIX,LARANJA, 44,M,9.50
85408,FIAT,TORO,LARANJA, 99,M,16.36
85409,VV,POLO,LARANJA, 59,F,10.60
85410,FIAT,UNO,PRETO, 56,M,11.63
85411,HONDA,HRV,LARANJA, 30,M,6.44
85412,VV,VIRTUS,LARANJA, 61,M,7.26
85413,JEEP,COMPASS,VERDE, 19,F,9.18
85414,FIAT,PALIO,PRETO, 88,F,18.25
85415,FIAT,ARGOS,CINZA, 84,M,11.96
85416,GM,TRAILBLAZER,LARANJA, 68,M,6.19
85417,GM,S10,BRANCO, 65,F,21.80
85418,VV,TAOS,CINZA, 35,F,14.66
85419,FIAT,MOBI,LARANJA, 84,M,4.35
85420,GM,SPIN,PRETO, 84,F,4.20
85421,FIAT,MOBI,VERDE, 44,F,3.43
85422,FIAT,UNO,PRETO, 28,F,12.89
85423,VV,POLO,PRATA, 87,F,17.29
85424,GM,S10,VERDE, 92,F,19.02
85425,FIAT,CRONOS,VERDE, 65,M,4.87
85426,VV,TCROSS,LARANJA, 97,M,13.69
85427,FIAT,PALIO,CINZA, 79,F,19.23
85428,TOYOTA,YARIS,VERDE, 70,F,9.45
85429,GM,S10,PRETO, 95,M,21.14
85430,GM,EQUINOX,CINZA, 62,M,7.54
85431,FIAT,FASTBACK,LARANJA, 83,M,10.85
85432,VV,SAVEIRO,BRANCO, 24,F,21.60
85433,HONDA,HRV,BRANCO, 36,M,9.93
85434,FIAT,TORO,LARANJA, 47,M,9.46
85435,VV,JETTA,PRATA, 22,F,17.12
85436,HONDA,FIT,VERDE, 88,F,6.61
85437,GM,S10,CINZA, 43,F,15.39
85438,GM,TRACKER,VERDE, 42,M,7.42
85439,FIAT,UNO,BRANCO, 84,F,24.19
85440,GM,ONIX,PRATA, 39,M,11.27
85441,JEEP,COMMANDER,AZUL, 19,M,7.69
85442,FIAT,MOBI,PRATA, 73,M,4.08
85443,GM,TRACKER,VERDE, 64,M,7.57
85444,FIAT,FASTBACK,LARANJA, 89,F,11.65
85445,FIAT,TORO,AZUL, 90,M,14.47
85446,FIAT,MOBI,VERDE, 44,M,3.45
85447,FIAT,PALIO,VERDE, 69,F,13.88
85448,FIAT,PALIO,BRANCO, 70,F,22.58
85449,HONDA,WRV,PRETO, 56,M,4.78
85450,HONDA,WRV,LARANJA, 80,M,5.85
85451,JEEP,RENEGADE,PRETO, 28,F,9.92
85452,JEEP,COMMANDER,CINZA, 67,F,7.98
85453,JEEP,RENEGADE,CINZA, 59,F,10.79
85454,GM,EQUINOX,AZUL, 60,F,5.59
85455,JEEP,RENEGADE,CINZA, 49,F,10.35
85456,GM,S10,LARANJA, 58,F,11.97
85457,FIAT,CRONOS,PRATA, 39,F,5.30
85458,GM,TRACKER,LARANJA, 92,F,10.34
85459,GM,S10,BRANCO, 82,M,26.83
85460,HONDA,ZRV,PRATA, 60,M,5.30
85461,VV,JETTA,PRETO, 36,M,13.73
85462,FIAT,FASTBACK,PRETO, 56,F,8.89
85463,TOYOTA,HILUX,PRETO, 63,F,13.57
85464,HYUNDAI,HB20,PRETO, 92,F,17.40
85465,JEEP,RENEGADE,PRATA, 61,M,9.88
85466,FIAT,FASTBACK,CINZA, 40,M,10.84
85467,HONDA,CIVIC,BRANCO, 89,F,17.04
85468,FIAT,STRADA,PRATA, 24,F,16.67
85469,FIAT,TORO,PRATA, 50,F,10.40
85470,VV,JETTA,CINZA, 54,M,15.48
85471,FIAT,FASTBACK,AZUL, 75,M,9.92
85472,HONDA,FIT,LARANJA, 50,M,4.37
85473,VV,SAVEIRO,BRANCO, 99,F,31.05
85474,HONDA,WRV,LARANJA, 35,M,4.68
85475,GM,TRAILBLAZER,CINZA, 24,F,8.83
85476,HONDA,HRV,VERDE, 79,M,7.65
85477,FIAT,CRONOS,LARANJA, 51,F,4.02
85478,HYUNDAI,CRETA,BRANCO, 63,F,11.95
85479,GM,EQUINOX,BRANCO, 55,F,9.60
85480,FIAT,CRONOS,AZUL, 41,F,9.42
85481,JEEP,RENEGADE,VERDE, 89,F,12.55
85482,VV,JETTA,BRANCO, 81,M,26.33
85483,VV,TAOS,LARANJA, 24,F,12.54
85484,VV,JETTA,VERDE, 41,F,12.54
85485,GM,ONIX,CINZA, 24,M,14.67
85486,HONDA,ZRV,LARANJA, 62,F,4.52
85487,GM,S10,BRANCO, 75,F,23.90
85488,HONDA,ZRV,PRATA, 77,M,6.34
85489,GM,SPIN,PRATA, 95,M,6.10
85490,FIAT,FASTBACK,CINZA, 37,M,11.06
85491,FIAT,ARGOS,PRETO, 24,M,9.10
85492,HONDA,HRV,CINZA, 66,F,7.56
85493,VV,SAVEIRO,VERDE, 86,F,15.11
85494,TOYOTA,COROLLACROSS,AZUL, 42,M,9.82
85495,FIAT,CRONOS,LARANJA, 59,F,4.33
85496,GM,TRACKER,CINZA, 86,M,12.37
85497,TOYOTA,HILUX,LARANJA, 77,F,14.19
85498,GM,EQUINOX,VERDE, 77,M,7.26
85499,TOYOTA,COROLLA,BRANCO, 95,M,15.40
85500,HONDA,ZRV,VERDE, 42,F,4.58
85501,FIAT,CRONOS,CINZA, 88,F,8.09
85502,TOYOTA,YARIS,VERDE, 63,M,9.04
85503,VV,SAVEIRO,PRATA, 75,F,14.40
85504,TOYOTA,COROLLA,PRATA, 88,F,9.32
85505,HONDA,CIVIC,LARANJA, 57,M,7.12
85506,HONDA,HRV,BRANCO, 68,F,10.41
85507,GM,TRACKER,PRETO, 63,M,7.97
85508,TOYOTA,HILUX,VERDE, 57,F,12.28
85509,FIAT,MOBI,VERDE, 48,M,3.26
85510,FIAT,CRONOS,LARANJA, 52,M,4.51
85511,GM,EQUINOX,CINZA, 35,F,7.56
85512,HONDA,FIT,CINZA, 84,F,7.48
85513,VV,JETTA,CINZA, 44,M,15.62
85514,JEEP,COMPASS,CINZA, 22,M,11.17
85515,FIAT,STRADA,PRETO, 70,M,14.64
85516,JEEP,RENEGADE,PRATA, 74,M,11.10
85517,GM,SPIN,CINZA, 49,F,3.74
85518,JEEP,RENEGADE,PRATA, 79,M,11.78
85519,VV,TAOS,PRETO, 92,M,17.99
85520,HONDA,CIVIC,VERDE, 53,M,7.24
85521,VV,JETTA,PRETO, 21,M,16.42
85522,GM,SPIN,PRETO, 78,M,4.18
85523,FIAT,TORO,CINZA, 73,F,14.09
85524,VV,TCROSS,LARANJA, 30,M,9.21
85525,HONDA,ZRV,CINZA, 80,F,7.05
85526,TOYOTA,YARIS,LARANJA, 20,M,10.46
85527,VV,JETTA,VERDE, 25,F,14.46
85528,JEEP,RENEGADE,PRETO, 80,F,11.13
85529,TOYOTA,YARIS,LARANJA, 98,F,13.90
85530,FIAT,TORO,AZUL, 75,F,11.42
85531,FIAT,STRADA,PRETO, 78,M,16.24
85532,GM,SPIN,PRETO, 71,M,4.03
85533,GM,TRAILBLAZER,PRATA, 77,F,7.59
85534,HONDA,CIVIC,PRATA, 49,M,7.83
85535,FIAT,MOBI,CINZA, 86,F,5.18
85536,FIAT,CRONOS,VERDE, 22,F,5.83
85537,TOYOTA,COROLLACROSS,PRETO, 96,M,16.82
85538,VV,JETTA,VERDE, 82,F,15.93
85539,FIAT,PALIO,LARANJA, 40,F,12.34
85540,HYUNDAI,HB20,AZUL, 62,M,11.38
85541,HONDA,HRV,BRANCO, 43,F,9.59
85542,VV,TCROSS,PRATA, 70,M,10.52
85543,HYUNDAI,CRETA,LARANJA, 98,F,11.72
85544,FIAT,CRONOS,BRANCO, 73,M,18.69
85545,GM,TRACKER,AZUL, 86,M,9.80
85546,GM,TRAILBLAZER,CINZA, 28,M,8.37
85547,GM,SPIN,LARANJA, 98,M,5.60
85548,VV,TCROSS,AZUL, 75,M,9.82
85549,GM,TRAILBLAZER,PRATA, 77,M,8.13
85550,FIAT,TORO,VERDE, 84,F,12.87
85551,JEEP,RENEGADE,BRANCO, 27,F,15.96
85552,JEEP,RENEGADE,VERDE, 21,F,10.83
85553,HONDA,HRV,LARANJA, 68,F,6.11
85554,VV,SAVEIRO,BRANCO, 32,M,19.78
85555,VV,TAOS,CINZA, 74,M,16.33
85556,GM,S10,PRATA, 30,M,15.32
85557,GM,ONIX,BRANCO, 80,F,20.43
85558,GM,TRAILBLAZER,PRETO, 60,F,5.97
85559,TOYOTA,COROLLA,CINZA, 53,F,7.12
85560,GM,MONTANA,PRETO, 50,M,9.02
85561,FIAT,MOBI,BRANCO, 52,M,4.96
85562,GM,S10,PRATA, 23,M,16.77
85563,TOYOTA,COROLLA,VERDE, 62,M,6.33
85564,JEEP,COMPASS,AZUL, 50,F,7.16
85565,FIAT,FASTBACK,CINZA, 26,M,12.30
85566,GM,TRACKER,LARANJA, 20,F,8.56
85567,JEEP,COMPASS,LARANJA, 66,M,7.35
85568,JEEP,COMMANDER,PRATA, 82,F,8.48
85569,GM,SPIN,BRANCO, 68,M,5.66
85570,JEEP,RENEGADE,PRETO, 69,M,9.77
85571,TOYOTA,COROLLACROSS,VERDE, 19,F,12.62
85572,TOYOTA,HILUX,AZUL, 95,M,19.67
85573,HONDA,ZRV,PRETO, 86,M,6.76
85574,JEEP,COMPASS,BRANCO, 71,F,13.23
85575,TOYOTA,HILUX,LARANJA, 51,M,11.77
85576,HONDA,CIVIC,CINZA, 88,M,12.78
85577,JEEP,COMMANDER,PRATA, 39,M,6.82
85578,FIAT,ARGOS,CINZA, 41,M,9.03
85579,VV,TAOS,PRATA, 31,F,13.68
85580,TOYOTA,COROLLA,CINZA, 51,M,7.12
85581,JEEP,COMMANDER,PRATA, 45,F,6.21
85582,HONDA,CIVIC,PRATA, 87,M,11.32
85583,FIAT,PALIO,CINZA, 42,F,15.64
85584,FIAT,CRONOS,BRANCO, 79,M,20.08
85585,HONDA,CIVIC,PRETO, 62,F,7.49
85586,HONDA,FIT,VERDE, 22,M,5.82
